track_name,artist(s)_name,released_year,released_month,released_day,streams,danceability_%,valence_%,energy_%,acousticness_%,liveness_%,speechiness_%,album_art_url
Selfish,PnB Rock,2016,6,23,380319238,64,4,60,11,19,4,https://i.scdn.co/image/ab67616d0000b273e9fb616403542596d3ede300
Sin Se ,"Ovy On The Drums, Quevedo",2022,7,22,209106362,82,75,85,33,11,4,
Lady Mi Amor,Feid,2022,9,13,53987404,78,75,62,6,15,6,https://i.scdn.co/image/ab67616d0000b27373456ed697350847810e52b3
Poland,Lil Yachty,2022,6,23,115331792,70,26,56,14,11,5,https://i.scdn.co/image/ab67616d0000b273615d6910181bc514d4c4b011
THE LONELIEST,M  ne,2022,10,7,225093344,52,24,60,0,8,3,https://i.scdn.co/image/ab67616d0000b27354493c3bc4a0e06c2750dcf3
Bye Bye,"Marshmello, Juice WRLD",2022,10,14,84697729,65,24,53,6,51,4,https://i.scdn.co/image/ab67616d0000b2734204e8bad640cf32eca876a5
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",2022,8,18,159240673,84,43,75,5,6,8,
Nxde,(G)I-DLE,2022,10,17,170709584,73,65,91,4,48,18,https://i.scdn.co/image/ab67616d0000b273ac815bdd584468a7aa0216e1
Miss You,Southstar,1982,5,16,154356956,66,24,58,17,19,5,https://i.scdn.co/image/ab67616d0000b2731b5f2557a7fe884d0e3d8b2a
we fell in love in october,girl in red,2018,11,21,723043854,57,24,37,11,16,3,https://i.scdn.co/image/ab67616d0000b273d6839051c4760457e1a60b2a
2 Be Loved (Am I Ready),Lizzo,2022,7,14,247689123,72,92,77,9,8,11,https://i.scdn.co/image/ab67616d0000b273caa75a1b27530c05d8b76675
Celestial,Ed Sheeran,2022,9,29,176474912,57,50,85,5,16,4,https://i.scdn.co/image/ab67616d0000b273c18194a4022ec44507f7b248
Typa Girl,BLACKPINK,2022,9,16,235549288,92,53,62,7,63,10,https://i.scdn.co/image/ab67616d0000b2734aeaaeeb0755f1d8a8b51738
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2020,12,18,140430339,49,13,74,0,9,4,https://i.scdn.co/image/ab67616d0000b273a91a5b301baac1f46e6f30eb
California Breeze,Lil Baby,2022,10,14,85559365,74,22,67,0,11,46,https://i.scdn.co/image/ab67616d0000b27366b04b41fa6f8908dce86695
Bamba (feat. Aitch & BIA),"Luciano, Aitch, B ",2022,9,22,146223492,80,82,81,14,13,36,https://i.scdn.co/image/ab67616d0000b27348064ef6df8fad8a52219c32
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",2022,7,1,187701588,59,62,60,12,5,44,
Major Distribution,"Drake, 21 Savage",2022,11,4,154863153,91,23,55,1,7,32,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",2022,11,4,191333656,75,45,63,6,35,12,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
Vigilante Shit,Taylor Swift,2022,10,21,253650850,80,16,28,17,12,39,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
Question...?,Taylor Swift,2022,10,21,223064273,75,11,50,20,30,17,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
On BS,"Drake, 21 Savage",2022,11,4,170413877,84,33,36,2,39,59,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
Mastermind,Taylor Swift,2022,10,21,218320587,66,12,35,55,9,14,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
Circo Loco,"Drake, 21 Savage",2022,11,4,141720999,73,25,61,1,32,7,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
Labyrinth,Taylor Swift,2022,10,21,187339835,48,15,31,80,12,4,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
Spin Bout U,"Drake, 21 Savage",2022,11,4,198365537,77,20,70,1,16,5,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
Sweet Nothing,Taylor Swift,2022,10,21,186104310,34,39,16,97,12,5,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
"Would've, Could've, Should've",Taylor Swift,2022,10,21,177503916,48,55,84,43,15,12,https://i.scdn.co/image/ab67616d0000b2737dca066ca62e4ebb583b8058
Con La Brisa,"Ludwig Goransson, Foudeqush",2022,11,4,71095708,62,25,44,51,14,3,
Privileged Rappers,"Drake, 21 Savage",2022,11,4,112436403,93,62,61,0,12,20,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
The Astronaut,Jin,2022,10,28,203436468,54,22,76,0,14,3,https://i.scdn.co/image/ab67616d0000b27343aaff780ea621da5ce4eb0a
BackOutsideBoyz,Drake,2022,11,4,93367537,85,40,43,4,39,32,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
Broke Boys,"Drake, 21 Savage",2022,11,4,106249219,64,11,53,1,25,27,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
The Great War,Taylor Swift,2022,10,21,181382590,57,55,74,22,8,4,https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0
My Mind & Me,Selena Gomez,2022,11,3,91473363,60,24,39,57,8,3,https://i.scdn.co/image/ab67616d0000b273781904f69fd550c19e6e3b55
Bigger Than The Whole Sky,Taylor Swift,2022,10,21,121871870,42,7,24,83,12,6,https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0
A Veces (feat. Feid),"Feid, Paulo Londra",2022,11,3,73513683,80,81,67,4,8,6,
En La De Ella,"Feid, Sech, Jhayco",2022,10,20,133895612,82,67,77,8,12,5,
Alone,Burna Boy,2022,11,4,96007391,61,32,67,15,11,5,https://i.scdn.co/image/ab67616d0000b273992a1f56ac5382848277cff2
