track_name,artist(s)_name,released_year,released_month,released_day,streams,danceability_%,valence_%,energy_%,acousticness_%,liveness_%,speechiness_%,album_art_url
Revenge,XXXTENTACION,2017,8,25,1022258230,75,18,25,78,11,26,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2022,11,3,263453310,65,72,95,31,92,5,https://i.scdn.co/image/ab67616d0000b2736ccbcc3358d31dcba6e7c035
LA CANCI ,"J Balvin, Bad Bunny",2019,6,28,1435127549,75,43,65,15,11,32,https://i.scdn.co/image/ab67616d0000b2734891d9b25d8919448388f3bb
Qu   Ago,"Yuridia, Angela Aguilar",2022,10,20,236857112,73,88,57,56,5,2,https://i.scdn.co/image/ab67616d0000b2732e9425d8413217cc2942cacf
Love Again,The Kid Laroi,2023,1,27,147538971,66,47,40,72,11,3,https://i.scdn.co/image/ab67616d0000b273a53643fc03785efb9926443d
After Hours,The Weeknd,2020,2,19,698086140,66,16,57,10,12,3,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36
About Damn Time,Lizzo,2022,7,15,723894473,84,72,74,10,34,7,https://i.scdn.co/image/ab67616d0000b273b817e721691aff3d67f26c04
Born With A Beer In My Hand,Morgan Wallen,2023,3,3,34450974,53,61,81,5,36,4,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
,Fujii Kaze,2020,5,20,403097450,60,52,76,17,19,5,https://i.scdn.co/image/ab67616d0000b27322805a1b17e41ae357bd98bc
Besos Moja2,"Wisin & Yandel, ROSAL ",2022,9,29,309483971,74,64,73,6,10,6,https://i.scdn.co/image/ab67616d0000b2739f05bb270f81880fd844aae8
Maan Meri Jaan,King,2022,10,12,319566866,70,40,51,35,10,4,https://i.scdn.co/image/ab67616d0000b27337f65266754703fd20d29854
Moscow Mule,Bad Bunny,2022,5,6,909001996,80,29,67,29,12,3,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
My Universe,"Coldplay, BTS",2021,9,24,1061966512,58,42,68,1,14,4,https://i.scdn.co/image/ab67616d0000b273f60a9b7e2abafc38da31f575
Devil Don   ,Morgan Wallen,2023,3,3,32526947,53,32,66,38,9,3,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
LLYLM,ROSAL ,2023,1,27,124988687,56,56,63,13,19,27,https://i.scdn.co/image/ab67616d0000b273b175e5feb05c6c28cc08ab62
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",2023,1,27,103787664,70,84,90,17,41,6,
TRUSTFALL,P!nk,2023,1,27,134255790,64,25,89,0,15,9,https://i.scdn.co/image/ab67616d0000b27302f93e92bdd5b3793eb688c0
ANTIFRAGILE,LE SSERAFIM,2022,10,17,301051721,88,82,80,8,11,8,https://i.scdn.co/image/ab67616d0000b273d71fd77b89d08bc1bda219c7
Boy's a liar,PinkPantheress,2022,11,30,156338624,66,74,84,25,21,4,https://i.scdn.co/image/ab67616d0000b2739567e1aa41657425d046733b
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2023,1,13,152850295,79,60,68,7,26,4,https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328
Shirt,SZA,2022,10,28,309653982,82,55,45,15,9,10,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,2022,10,28,297328960,25,17,30,90,13,3,https://i.scdn.co/image/ab67616d0000b273a790c56cff6e3463bf9935cb
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,2022,9,22,332506354,64,31,72,15,9,5,https://i.scdn.co/image/ab67616d0000b27304cd9a1664fb4539a55643fe
"Sex, Drugs, Etc.",Beach Weather,2016,11,4,480507035,57,47,84,1,52,4,https://i.scdn.co/image/ab67616d0000b273a03e3d24ccee1c370899c342
Boy With Luv (feat. Halsey),"Halsey, BTS",2019,4,12,1065580332,65,80,86,9,19,10,
"Hey, Mickey!",Baby Tate,2016,9,27,122763672,92,73,51,55,15,6,https://i.scdn.co/image/ab67616d0000b2732571034f34b381958f8cc727
Calm Down,R ,2022,2,9,445763624,81,82,78,38,12,4,https://i.scdn.co/image/ab67616d0000b273a3a7f38ea2033aa501afd4cf
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",2022,12,22,1365184,82,62,74,10,33,7,
Escapism. - Sped Up,"RAYE, 070 Shake",2022,11,25,184308753,44,38,77,9,9,20,https://i.scdn.co/image/ab67616d0000b273e38f6d02f1e76fe09009e64e
Space Song,Beach House,2015,1,1,789753877,51,62,79,22,14,3,https://i.scdn.co/image/ab67616d0000b2739b7190e673e46271b2754aab
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",2022,11,20,323358833,71,34,88,16,44,4,
Te Felicito,"Shakira, Rauw Alejandro",2022,4,21,606361689,70,57,64,23,8,32,https://i.scdn.co/image/ab67616d0000b2739a9716c90ceeb1890921e44f
Mu  ,"Steve Aoki, Tini, La Joaqui",2023,1,12,120972253,68,83,71,3,31,8,
TV,Billie Eilish,2022,7,21,338564981,41,9,25,84,14,4,https://i.scdn.co/image/ab67616d0000b2737a4781629469bb83356cd318
I'm Not The Only One,Sam Smith,2014,1,1,1606986953,68,50,49,56,8,4,https://i.scdn.co/image/ab67616d0000b273fe5d69bf1aa9f9d88837cbb6
Heather,Conan Gray,2020,3,20,1301799902,47,25,43,62,32,3,https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",2022,12,12,140187018,77,65,80,6,15,4,
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2017,6,2,1897517891,79,59,86,4,8,11,https://i.scdn.co/image/ab67616d0000b273d09f96d82310d4d77c14c108
Sugar Rush Ride,TOMORROW X TOGETHER,2023,1,27,107642809,71,83,89,1,17,9,https://i.scdn.co/image/ab67616d0000b2733bb056e3160b85ee86c1194d
Pink Venom,BLACKPINK,2022,8,19,551305895,80,71,69,2,27,10,https://i.scdn.co/image/ab67616d0000b273002ef53878df1b4e91c15406
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",2022,4,27,556585270,46,34,64,31,7,34,
Don't Start Now,Dua Lipa,2019,10,31,2303033973,79,68,79,1,10,8,https://i.scdn.co/image/ab67616d0000b273664cb58ab36d6e099e092b0e
After Dark,Mr.Kitty,2014,8,8,646886885,58,4,60,7,8,3,https://i.scdn.co/image/ab67616d0000b273b492477206075438e0751176
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2022,9,16,222612678,64,61,91,15,72,4,https://i.scdn.co/image/ab67616d0000b27319bb2fb697a42c1084d71f6c
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2021,7,23,1814349763,74,89,70,2,5,6,
MIDDLE OF THE NIGHT,Elley Duh,2020,1,10,872137015,41,9,61,2,12,5,https://i.scdn.co/image/ab67616d0000b27353a2e11c1bde700722fecd2e
Atlantis,Seafret,2015,4,22,571386359,40,23,48,5,12,3,https://i.scdn.co/image/ab67616d0000b2738c33272a7c77042f5eb39d75
PUNTO 40,"Baby Rasta, Rauw Alejandro",2022,9,22,304079786,87,20,83,0,31,9,
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",2022,9,9,174006928,87,52,52,31,28,24,https://i.scdn.co/image/ab67616d0000b273769f6572dfa10ee7827edbf2
How Do I Say Goodbye,Dean Lewis,2022,8,5,284785823,40,39,64,21,7,7,https://i.scdn.co/image/ab67616d0000b273991f6658282ef028f93b11e0
Blind,SZA,2022,12,9,163284000,46,60,28,91,21,4,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
Die For You,Joji,2022,11,4,246390068,47,15,52,38,29,5,https://i.scdn.co/image/ab67616d0000b273eaac2a7955f5b8967991cacb
Doja,Central Cee,2022,7,20,482257456,91,97,57,38,40,29,https://i.scdn.co/image/ab67616d0000b2733c7d945b6baf935e8a0ebdaa
Gatita,Bellakath,2022,10,3,168684524,90,76,81,15,33,6,https://i.scdn.co/image/ab67616d0000b273584e78471da03acbc05dde0b
Rumble,"Skrillex, Flowdan, Fred again..",2022,1,17,78489819,81,6,84,5,6,6,https://i.scdn.co/image/ab67616d0000b2736382f06498259682f91cf981
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",2022,12,2,195516622,49,24,66,19,18,29,
Yonaguni,Bad Bunny,2021,6,4,1260594497,64,44,65,28,14,12,https://i.scdn.co/image/ab67616d0000b27364afd6879102d03460bd3ad9
Super Freaky Girl,Nicki Minaj,2022,8,12,428685680,95,91,89,6,31,24,https://i.scdn.co/image/ab67616d0000b273c2b3ab9829aefad24fa2c1bc
Running Up That Hill (A Deal With God),Kate Bush,1985,9,16,1024858327,63,20,55,72,6,6,https://i.scdn.co/image/ab67616d0000b273ad08f4b38efbff0c0da0f252
Dream On,Aerosmith,1973,1,5,838586769,39,24,43,39,23,3,https://i.scdn.co/image/ab67616d0000b273bbf0146981704a073405b6c2
Limbo,Freddie Dredd,2022,8,11,199386237,80,46,62,3,11,46,https://i.scdn.co/image/ab67616d0000b27369b381d574b329409bd806e6
Where Are You Now,"Lost Frequencies, Calum Scott",2021,7,30,972509632,67,26,64,52,17,10,https://i.scdn.co/image/ab67616d0000b2738d7a7f1855b04104ba59c18b
WORTH NOTHING,"Twisted, Oliver Tree",2022,9,28,213438580,58,17,62,18,20,8,https://i.scdn.co/image/ab67616d0000b273f5e2ffd88f07e55f34c361c8
Bad Habits,Ed Sheeran,2020,9,3,1555511105,81,59,90,5,36,3,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2
KICK BACK,Kenshi Yonezu,2022,10,12,210038833,58,29,94,0,9,11,https://i.scdn.co/image/ab67616d0000b273303d8545fce8302841c39859
Evergreen (You Didn   t Deserve Me A,Omar Apollo,2022,4,8,227918678,70,31,34,60,11,4,https://i.scdn.co/image/ab67616d0000b27390cf5d1ccfca2beb86149a19
Good Days,SZA,2020,12,24,826623384,46,53,78,23,72,6,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2020,3,27,1802514301,70,92,83,1,7,6,https://i.scdn.co/image/ab67616d0000b2732172b607853fa89cefa2beb4
Woman,Doja Cat,2021,6,25,1329090101,82,88,76,9,12,9,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a
Shut up My Moms Calling - (Sped Up),Hotel Ugly,2022,9,14,181831132,65,36,47,31,12,10,https://i.scdn.co/image/ab67616d0000b2737437083c2521a8c077b9cfd7
Ferrari,"James Hype, Miggy Dela Rosa",2022,3,14,462791599,84,70,69,1,5,5,https://i.scdn.co/image/ab67616d0000b2736cc861b5c9c7cdef61b010b4
"You're On Your Own, Kid",Taylor Swift,2022,10,21,348647203,69,40,39,41,13,6,https://i.scdn.co/image/ab67616d0000b2737dca066ca62e4ebb583b8058
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",2022,7,17,366599607,58,44,57,57,10,3,
Agudo M  gi,"Styrx, utku INC, Thezth",1930,1,1,90598517,65,49,80,22,7,5,
Payphone,"Maroon 5, Wiz Khalifa",2012,1,1,1479264469,74,51,74,2,29,4,https://i.scdn.co/image/ab67616d0000b273ce7d499847da02a9cbd1c084
All I Want for Christmas Is You,Mariah Carey,1994,10,28,1449779435,34,33,63,16,7,4,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f
Last Christmas,Wham!,1984,1,1,1159176109,74,88,65,28,46,3,https://i.scdn.co/image/ab67616d0000b273f2d2adaa21ad616df6241e7d
Rockin' Around The Christmas Tree,Brenda Lee,1958,1,1,769213520,70,85,41,71,45,5,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3
Jingle Bell Rock,Bobby Helms,1957,1,1,741301563,74,78,37,84,6,3,https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17
It's Beginning To Look A Lot Like Christmas,Michael Bubl,2011,10,14,807561936,35,38,23,91,29,3,https://i.scdn.co/image/ab67616d0000b273119e4094f07a8123b471ac1d
Santa Tell Me,Ariana Grande,2013,12,13,834129063,46,53,63,5,30,18,https://i.scdn.co/image/ab67616d0000b273a1db745e63940bc06985dea5
It's the Most Wonderful Time of the Year,Andy Williams,1963,10,14,663832097,24,76,60,77,12,4,https://i.scdn.co/image/ab67616d0000b27398073965947f92f1641b8356
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1959,11,16,446390129,45,72,24,91,18,4,https://i.scdn.co/image/ab67616d0000b2736d88028a85c771f37374c8ea
Snowman,Sia,2017,1,1,690104769,72,33,51,48,9,3,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8
Underneath the Tree,Kelly Clarkson,2013,10,25,485285717,51,69,81,0,21,5,https://i.scdn.co/image/ab67616d0000b273f54a315f1d2445791fe601a7
Feliz Navidad,Jos   Felic,1970,11,1,520034544,50,96,82,47,34,4,https://i.scdn.co/image/ab67616d0000b273c8ac560f803bba4902f8bbc5
Holly Jolly Christmas,Michael Bubl,2011,10,14,476244795,65,70,47,87,9,4,https://i.scdn.co/image/ab67616d0000b27395517befb15ad5d63af701ab
Mistletoe,Justin Bieber,2011,1,1,629173063,67,88,54,51,9,4,https://i.scdn.co/image/ab67616d0000b273af0aff7f601df9ed6d2d531d
Sleigh Ride,The Ronettes,1963,11,22,404664135,53,84,77,40,32,3,https://i.scdn.co/image/ab67616d0000b273adad4220d51bd720481d4be4
Seek & Destroy,SZA,2022,12,9,98709329,65,35,65,44,21,7,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
Love Language,SZA,2022,12,9,110849052,71,55,26,85,13,8,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",1971,12,1,460492795,33,39,61,32,77,3,https://i.scdn.co/image/ab67616d0000b273c63204be472d8bb88c41051d
Used (feat. Don Toliver),"SZA, Don Toliver",2022,12,8,94005786,73,71,69,53,32,9,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
A Holly Jolly Christmas - Single Version,Burl Ives,1952,1,1,395591396,67,81,36,64,15,3,https://i.scdn.co/image/ab67616d0000b2733bddb383f74213c45a26d911
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1946,11,1,389771964,36,22,15,84,11,4,https://i.scdn.co/image/ab67616d0000b2737864e0ecad3d44030c3279f5
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1979,11,16,403939487,75,74,58,36,9,3,https://i.scdn.co/image/ab67616d0000b2733cef016d13d82873d45af84a
Do They Know It's Christmas? - 1984 Version,Band Aid,1984,11,25,481697415,60,23,57,0,27,3,https://i.scdn.co/image/ab67616d0000b273d549b09f0264901929eaa6e8
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2022,12,9,110073250,62,59,43,84,11,5,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
Special,SZA,2022,12,9,88092256,60,19,20,78,11,5,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
Merry Christmas Everyone,Shakin' Stevens,1984,1,1,351636786,72,91,87,14,13,3,https://i.scdn.co/image/ab67616d0000b273d962f3b4235f8c6429a829fb
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",1950,1,1,473248298,60,86,32,88,34,6,https://i.scdn.co/image/ab67616d0000b273df1066335619efa75889bcfc
SOS,SZA,2022,12,9,73981293,51,51,66,67,9,23,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2022,12,8,155653938,67,22,59,76,15,16,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",1942,1,1,395591396,23,19,25,91,40,3,https://i.scdn.co/image/ab67616d0000b2735e8ed9b5848e7139dc087c48
Driving Home for Christmas - 2019 Remaster,Chris Rea,1986,1,1,429504768,51,87,58,36,18,4,https://i.scdn.co/image/ab67616d0000b273471518090c9dd8df7a68e0cb
Christmas (Baby Please Come Home),Darlene Love,1963,11,22,242767149,34,35,76,39,8,5,https://i.scdn.co/image/ab67616d0000b273adad4220d51bd720481d4be4
Gone Girl,SZA,2022,12,9,65362788,43,42,44,57,15,6,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
F2F,SZA,2022,12,9,67540165,53,47,74,9,34,4,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
Notice Me,SZA,2022,12,9,62019074,72,78,68,28,11,12,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
Merry Christmas,"Ed Sheeran, Elton John",2017,11,10,135723538,59,60,94,24,10,4,https://i.scdn.co/image/ab67616d0000b273b629026e4cf6254a90dfc414
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",1958,1,1,295998468,73,72,32,77,15,5,https://i.scdn.co/image/ab67616d0000b273d5f598be32d3027b9578ecd6
My Only Wish (This Year),Britney Spears,2000,11,7,261116938,67,69,72,17,19,3,https://i.scdn.co/image/ab67616d0000b27316ed688a08ecd351560f4566
Antidepresan,"Mabel Matiz, Mert Demir",2022,11,4,136689549,70,92,59,3,10,3,
Wild Flower (with youjeen),RM,2022,12,2,135611421,49,42,77,3,12,9,https://i.scdn.co/image/ab67616d0000b273fa60e8a8d5ca09efc6098175
I Hate U,SZA,2021,12,3,356709897,54,41,39,51,11,16,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2022,12,2,110649992,80,15,54,9,38,5,
SPIT IN MY FACE!,ThxSoMch,2022,10,31,301869854,70,57,57,9,11,7,https://i.scdn.co/image/ab67616d0000b27360ddc59c8d590a37cf2348f3
Deck The Hall - Remastered 1999,Nat King Cole,1959,1,1,127027715,69,96,36,81,8,4,https://i.scdn.co/image/ab67616d0000b2737864e0ecad3d44030c3279f5
Smoking on my Ex Pack,SZA,2022,12,9,57144458,47,33,68,24,22,38,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
Conceited,SZA,2022,12,9,56870689,79,77,46,5,11,7,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2022,10,21,323437194,66,19,32,69,12,4,https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0
Maroon,Taylor Swift,2022,10,21,317726339,64,4,40,6,10,6,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
Tubar  o Te,"Dj LK da Esc  cia, Tchakabum, mc jhenny, M",2022,9,28,116144341,89,48,74,30,7,36,
Bejeweled,Taylor Swift,2022,10,21,328207708,70,39,56,6,9,7,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
Tarot,"Bad Bunny, Jhay Cortez",2022,5,6,608228647,80,42,68,2,66,4,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2005,9,20,180577478,63,93,88,1,12,4,https://i.scdn.co/image/ab67616d0000b273f1ead165a7504b97e66ea7c4
Desesperados,"Chencho Corleone, Rauw Alejandro",2021,6,25,809306935,87,51,69,36,9,8,
Too Late,SZA,2022,12,8,49262961,45,35,68,78,39,8,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
Party,"Bad Bunny, Rauw Alejandro",2022,5,6,614555082,83,47,80,2,24,9,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
Run Rudolph Run - Single Version,Chuck Berry,1958,1,1,245350949,69,94,71,79,7,8,https://i.scdn.co/image/ab67616d0000b27393cc654759c909d4c1123739
Jingle Bells - Remastered 1999,Frank Sinatra,1957,1,1,178660459,51,94,34,73,10,5,https://i.scdn.co/image/ab67616d0000b27394fd2e614d0862bdd2592594
Far,SZA,2022,12,9,51641685,61,48,55,67,16,8,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
On Time (with John Legend),"John Legend, Metro Boomin",2022,12,2,78139948,33,51,59,76,44,6,
GAT  ,"Maldy, Karol G",2022,8,25,322336177,63,34,86,26,21,39,
abcdefu,Gayle,2021,8,13,1007612429,70,42,54,30,37,5,https://i.scdn.co/image/ab67616d0000b2732842f743ebd32235bceb43d3
Sacrifice,The Weeknd,2022,1,7,326792833,70,91,79,3,7,10,https://i.scdn.co/image/ab67616d0000b2736aea5004b71d09f058e0a366
Is There Someone Else?,The Weeknd,2022,1,7,391251368,70,60,58,4,16,3,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",2022,1,5,349585590,60,45,47,62,31,5,https://i.scdn.co/image/ab67616d0000b273270a1c7644ec5a23c7d05272
Out of Time,The Weeknd,2022,1,7,339659802,65,82,74,27,32,5,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
Do It To It,"Cherish, ACRAZE",2021,8,20,674772936,85,64,81,2,7,9,
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",2021,11,19,432719968,58,83,45,36,11,8,
Pepas,Farruko,2021,6,24,1309887447,76,44,77,1,13,3,https://i.scdn.co/image/ab67616d0000b2734239a6aa89738d8f798168ad
How Do I Make You Love Me?,The Weeknd,2022,1,7,119238316,80,62,51,2,9,8,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
Gasoline,The Weeknd,2022,1,7,116903579,74,35,73,0,21,5,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
Infinity,Jaymes Young,2017,6,23,888046992,67,50,67,15,30,4,https://i.scdn.co/image/ab67616d0000b273a9897f65d1ead1be10a51e3f
Less Than Zero,The Weeknd,2022,1,7,200660871,53,50,79,0,8,3,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
Take My Breath,The Weeknd,2021,8,6,130655803,70,35,77,1,26,4,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
good 4 u,Olivia Rodrigo,2021,5,14,1887039593,56,68,66,28,11,18,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
"Here We Go    Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",2022,1,7,88103848,41,27,64,36,60,3,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
Best Friends,The Weeknd,2022,1,7,101114984,49,49,59,44,35,21,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
Kiss Me More (feat. SZA),"SZA, Doja Cat",2021,4,9,1575467011,77,74,66,30,13,3,
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2022,1,7,91656026,75,85,84,10,31,19,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
Need To Know,Doja Cat,2021,6,11,1042568408,66,19,61,30,9,7,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a
MONTERO (Call Me By Your Name),Lil Nas X,2020,9,18,1735441776,61,76,51,30,38,15,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd
love nwantiti (ah ah ah),Ckay,2019,7,26,726837877,74,53,73,61,13,4,https://i.scdn.co/image/ab67616d0000b273405fdad252857e01dbced96a
Dawn FM,The Weeknd,2022,1,7,53933526,27,10,49,62,49,5,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
Surface Pressure,Jessica Darrow,2021,11,19,267758538,65,37,58,2,4,31,https://i.scdn.co/image/ab67616d0000b273e1ac646ed6f25125e2a77229
Starry Eyes,The Weeknd,2022,1,7,74601456,28,13,41,50,19,3,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
THATS WHAT I WANT,Lil Nas X,2021,9,17,920797189,74,55,85,1,5,22,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2021,11,5,539595276,68,72,78,4,7,5,
Beggin,M  ne,2017,12,8,1367810478,71,59,80,13,36,5,https://i.scdn.co/image/ab67616d0000b2736cdc0bba79ed37113d381690
Mon Amour - Remix,"Aitana, zzoilo",2020,9,21,578207856,75,36,76,12,10,10,
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",2021,10,5,775542072,64,14,70,9,9,8,
MONEY,Lisa,2021,9,10,863625566,83,40,55,16,14,23,https://i.scdn.co/image/ab67616d0000b273330f11fb125bb80b760f9e19
The Motto,"Ti  sto, Ava",2021,11,4,656013912,75,46,76,3,9,4,
Happier Than Ever,Billie Eilish,2021,7,30,1056760045,31,31,24,76,14,4,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2021,10,22,611994237,56,16,67,0,11,4,
traitor,"Juan Cruz Toledo, Huilen Toledo",2021,5,21,1230855859,29,12,33,68,12,5,
Toxic,BoyWithUke,2021,9,10,582981380,59,69,61,84,46,36,https://i.scdn.co/image/ab67616d0000b273ee07023115f822012390d2a0
drivers license,Olivia Rodrigo,2021,1,8,1858144199,59,21,43,76,10,7,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
Malvad ,"Xam  , Gustah, Neo B",2021,11,30,240684449,82,52,61,38,14,27,
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,2021,11,12,583687007,63,21,52,28,9,3,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d
Don   t Break My,The Weeknd,2022,1,7,63803529,77,25,62,34,23,3,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
Oh My God,Adele,2021,11,19,466214729,53,55,73,9,3,5,https://i.scdn.co/image/ab67616d0000b273c6b577e4c4a6d326354a89f7
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",2022,1,5,236940480,70,61,44,40,37,4,
A Tale By Quincy,The Weeknd,2022,1,7,41924466,46,55,50,71,10,11,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
I AM WOMAN,Emmy Meli,2021,11,18,225259194,65,46,47,12,13,16,https://i.scdn.co/image/ab67616d0000b273d4e10cba96b669683d0f8069
Medallo,"Justin Quiles, Lenny Tav  rez, BL",2021,10,27,393230256,79,79,70,57,66,8,
It'll Be Okay,Shawn Mendes,2021,12,1,287201015,40,7,29,62,9,3,
